Primary_id,Primary_type,Title,Author,Edition,Collection,Notes,Volumes,Fulltext_Read,Fulltext_Search,Fulltext_Download,Image,OpenAccess,year_start,year_end,URL,Call number,Hollis
HYLRarebooks_5042,HYLRarebooks,典律通補 :4卷及附錄 ,具允明編.,"時間:,地點:京城 ,出版者:",朝鮮漢籍,Manuscript.;; Formerly in the library of 朝鮮總督府中樞院.;; Vol. 5 with title 典律通補別編 is an early copy of vol. 4 (附錄),5 v. ;$$c34 cm.,n,n,n,y,y,,,http://nrs.harvard.edu/urn-3:FHCL:2032481,TK/4888.1/0275,7987759
HYLRarebooks_5043,HYLRarebooks,地方制度 ,內部編.,"時間:,地點:京城 ,出版者:",朝鮮漢籍,Manuscript.,[63] double leaves ;$$c33 cm.,n,n,n,y,y,,,http://nrs.harvard.edu/urn-3:FHCL:1269029,TK/4787.9/4020,7987760
HYLRarebooks_5044,HYLRarebooks,照擬須知 :[2卷 ,宋箕鏞編.,"時間:,地點:京城 ,出版者:",朝鮮漢籍,Manuscript.;; Formerly in the library of 金約瑟 and 朝鮮總督府中樞院.,"5, 44, 2, 33 double l. ;$$c30 cm.",n,n,n,y,y,,,http://nrs.harvard.edu/urn-3:FHCL:1269030,TK/4888.1/6528,7987761
HYLRarebooks_5045,HYLRarebooks,歷代詩選.,,"時間:,地點:京城 ,出版者:",朝鮮漢籍,Manuscript.;; Contains 古詩五言七言 and 律詩五言.,85 double l. ;$$c29 cm.,n,n,n,y,y,,,http://nrs.harvard.edu/urn-3:FHCL:1199462,TK/5237/7203,7987762
HYLRarebooks_5046,HYLRarebooks,[四世花甲慶詞 ,朴經遠輯.,"時間:,地點:京城 ,出版者:",朝鮮漢籍,Manuscript.,1 folder ;$$c35 cm.,n,n,n,y,y,,,http://nrs.harvard.edu/urn-3:FHCL:9117756,TK/5568.1/4323,7987763
HYLRarebooks_5047,HYLRarebooks,泠齋詩集 :[4]卷 ,柳得恭著.,"時間:18--,地點:Korea ,出版者:古芸書屋",朝鮮漢籍,"Manuscript.;; From the author's library, once in 望漢廬.","4 v. (double leaves, in portfolio) ;$$c29 cm.",n,n,n,y,y,,,http://nrs.harvard.edu/urn-3:FHCL:2060074,TK/5568.3/4224,7987764
HYLRarebooks_5048,HYLRarebooks,"泠齋詩集 :6卷, 附補遺 ",柳得恭著.,"時間:,地點:Korea ,出版者:",朝鮮漢籍,Unpublished manuscript.,"3 v. (double leaves, in portfolio) ;$$c23 cm.",n,n,n,y,y,,,http://nrs.harvard.edu/urn-3:FHCL:2797213,TK/5568.3/4224.3,7987765
HYLRarebooks_5049,HYLRarebooks,罷睡錄 :2卷.,,"時間:,地點:Korea ,出版者:",朝鮮漢籍,Manuscript.,"2 v. (double leaves, in portfolio) ;$$c29 cm.",n,n,n,y,y,,,http://nrs.harvard.edu/urn-3:FHCL:2247651,TK/5568.5/6168,7987767
HYLRarebooks_5050,HYLRarebooks,篆韻.,,"時間:,地點:Korea ,出版者:",朝鮮漢籍,Manuscript.,41 double l. ;$$c25 cm.,n,n,n,y,y,,,http://nrs.harvard.edu/urn-3:FHCL:1477019,TK/6129.1/80,7987771
HYLRarebooks_5051,HYLRarebooks,醇庵遺墨 ,吳載純手筆; 吳淵常編.,"時間:,地點:Korea ,出版者:",朝鮮漢籍,Manuscript.,10 v. (folded leaves) in 2 cases ;$$c35 cm.,n,n,n,y,y,,,http://nrs.harvard.edu/urn-3:FHCL:3410838,TK/6167/2342,7987772
HYLRarebooks_5052,HYLRarebooks,[時習.,,"時間:崇禎甲寅(1674),地點:星州 ,出版者:s.n.",朝鮮漢籍,,62 double leaves ;$$c36 cm.,n,n,n,y,y,1674.0,1674.0,http://nrs.harvard.edu/urn-3:FHCL:1479532,TK/6167/4859,7987774
HYLRarebooks_5053,HYLRarebooks,成均生員金公墓碣銘 ,尹鳳朝撰.,"時間:崇禎紀元後再辛酉(1741),地點:Korea ,出版者:洪鳳祚書",朝鮮漢籍,"Rubbings. Family copy with cover title: 曽王考墓碣.;; 金斗星, 1643-1688.",29 p. ;$$c35 cm.,n,n,n,y,y,1741.0,1741.0,http://nrs.harvard.edu/urn-3:FHCL:3374615,TK/6169/3873,7987775
HYLRarebooks_5054,HYLRarebooks,聚星圖 ,金壽增書 ; 曹世杰畫.,"時間:,地點:Korea ,出版者:",朝鮮漢籍,Illustrates 陳寔 visiting 荀淑 in the 2d cent.;; Manuscript.,[17] double leaves :$$bill. ;$$c33 cm.,n,n,n,y,y,,,http://nrs.harvard.edu/urn-3:FHCL:2011117,TK/6177/5642,7987776
HYLRarebooks_5055,HYLRarebooks,金阮堂印譜 ,金正喜刻.,"時間:18--,地點:Korea ,出版者:s.n.",朝鮮漢籍,,"7 v. (double leaves, in portfolio) ;$$c14-22 cm.",n,n,n,y,y,,,http://nrs.harvard.edu/urn-3:FHCL:2990931,TK/6417/8114,7987777
HYLRarebooks_5056,HYLRarebooks,"鄉藥集成方 :85卷, 補遺1卷 ","俞孝通, 盧重禮, 朴允德編.","時間:,地點:Korea ,出版者:",朝鮮漢籍,Manuscript.,30v. (double leaves) ;$$c30 cm.,n,n,n,y,y,,,http://nrs.harvard.edu/urn-3:FHCL:9645635,TK/7976/8244,7987779
HYLRarebooks_5057,HYLRarebooks,笏記 ,李穆編.,"時間:壬辰 (1652),地點:Korea ,出版者:嶺營開刊",朝鮮漢籍,木板本.,"3, 25, 15 double l. ;$$c21 cm.",n,n,n,y,y,1652.0,1652.0,http://nrs.harvard.edu/urn-3:FHCL:1581818,TK/8917/5029.2,7987781
HYLRarebooks_5058,HYLRarebooks,貞蕤閣集 :初集 - 4集 ,朴齊家撰.,"時間:,地點:Korea ,出版者:",朝鮮漢籍,Manuscript.,5 v. ;$$c23 cm.,n,n,n,y,y,,,http://nrs.harvard.edu/urn-3:FHCL:2109202,TK/5568.2/4303,7987837
HYLRarebooks_5059,HYLRarebooks,朴章翼公奏議 :3卷 ,朴師益著; 朴弘壽編.,"時間:,地點:Korea ,出版者:",朝鮮漢籍,Manuscript.,3 v. ;$$c30 cm.,n,n,n,y,y,,,http://nrs.harvard.edu/urn-3:FHCL:2109207,TK/5568.2/4329,7987838
HYLRarebooks_5060,HYLRarebooks,泰仁公遺稿 :4卷 ,朴光秀撰.,"時間:,地點:Korea ,出版者:",朝鮮漢籍,Manuscript.,"3 v. (double leaves, in portfolio) ;$$c33 cm.",n,n,n,y,y,,,http://nrs.harvard.edu/urn-3:FHCL:2247653,TK/5568.2/4392,7987839
HYLRarebooks_5061,HYLRarebooks,睡山遺稿 ,李友信撰.,"時間:,地點:Korea ,出版者:",朝鮮漢籍,Manuscript.,"4 v. (double leaves, in portfolio) ;$$c23 cm.",n,n,n,y,y,,,http://nrs.harvard.edu/urn-3:FHCL:9306603,TK/5568.2/4442.3,7987844
HYLRarebooks_5062,HYLRarebooks,惕菴遺稿 ,李存中撰.,"時間:,地點:Korea ,出版者:",朝鮮漢籍,Manuscript.,4 v. ;$$c29 cm.,n,n,n,y,y,,,http://nrs.harvard.edu/urn-3:FHCL:9391397,TK/5568.2/4445.1,7987846
HYLRarebooks_5063,HYLRarebooks,雙溪遺稿 :10卷 ,李福源撰.,"時間:,地點:Korea ,出版者:",朝鮮漢籍,Unpublished manuscript.,10 v. ;$$c32 cm.,n,n,n,y,y,,,http://nrs.harvard.edu/urn-3:FHCL:3353242,TK/5568.2/4446.1,7987847
HYLRarebooks_5064,HYLRarebooks,平安道清南平壤都會各年春秋等德行科初試入格儒生優等試券.,,"時間:,地點:Korea ,出版者:",朝鮮漢籍,Manuscript.,[20] double l. ;$$c35 cm.,n,n,n,y,y,,,http://nrs.harvard.edu/urn-3:FHCL:2248687,TK/5568.2/548,7987852
HYLRarebooks_5065,HYLRarebooks,謝氏南征記 ,金萬重著.,"時間:,地點:Korea ,出版者:",朝鮮漢籍,Manuscript.,84 double l. ;$$c24 cm.,n,n,n,y,y,,,http://nrs.harvard.edu/urn-3:FHCL:1473727,TK/5973.5/4482.5,7987865
HYLRarebooks_5066,HYLRarebooks,海隣尺牘 ,李尚迪編.,"時間:,地點:Korea ,出版者:",朝鮮漢籍,Manuscript.;; 醉香山樓選錄.;; 有望漢廬朱筆批校.,"2 v. (double leaves, in portfolio) ;$$c28 cm.",n,n,n,y,y,,,http://nrs.harvard.edu/urn-3:FHCL:3410850,TK/5778/4493,7987884
HYLRarebooks_5067,HYLRarebooks,貞孝公府君家狀 ,金頤柱撰.,"時間:,地點:Korea ,出版者:",朝鮮漢籍,Manuscript.,[34] double l. ;$$c31 cm.,n,n,n,y,y,,,http://nrs.harvard.edu/urn-3:FHCL:1192312,TK/2290.5/8134,7987890
HYLRarebooks_5068,HYLRarebooks,箕雅 :十四卷.,"南龍翼,$$d1628-1692.","時間:1688?,地點:Korea ,出版者:s.n.",朝鮮漢籍,Imprint date from preface.;; 寫本.;; 印本久佚.,5 v. ;$$c31 cm.,n,n,n,y,y,1688.0,1688.0,http://nrs.harvard.edu/urn-3:FHCL:9747558,TK/5568.3/0420,7987894
HYLRarebooks_5069,HYLRarebooks,燕槎錄 ,朴永元撰.,"時間:,地點:Korea ,出版者:",朝鮮漢籍,Manuscript.,24 double l. ;$$c31 cm.,n,n,n,y,y,,,http://nrs.harvard.edu/urn-3:FHCL:1272762,TK/5568.3/4331,7987901
HYLRarebooks_5070,HYLRarebooks,麟齋遺稿 ,李鍾學撰.,"時間:庚寅 (1650),地點:Korea ,出版者:公山縣監李泰渊",朝鮮漢籍,"8 columns to the page, 16 characters to the column. Each half-block measures 20 x 14.7 cm.","3, 39, 6 double |. ;$$c29 cm.",n,n,n,y,y,1650.0,1650.0,http://nrs.harvard.edu/urn-3:FHCL:13034866,TK/5568.32/4487,7987903
HYLRarebooks_5071,HYLRarebooks,國朝彙言 ,金始煒著.,"時間:道光22 (1842),地點:Korea ,出版者:寬齋書",朝鮮漢籍,Also known as 東國彙言 or 朝野彙言.;; Manuscript.,5 v. ;$$c25 cm.,n,n,n,y,y,1842.0,1842.0,http://nrs.harvard.edu/urn-3:FHCL:2032485,TK/4787/8149,7987904
HYLRarebooks_5072,HYLRarebooks,九雲夢 :[3卷 ,金萬重著.,"時間:康熙年(ca.1670?),地點:Korea ,出版者:",朝鮮漢籍,"Photoreproduction of the handwritten copy of the Harvard-yenching Library.;; 寫本.;; 朝鮮總督府藏印本六卷, 解題作金萬重著, 金春澤增訂.",3 v. in 1 (on leaves) ;$$c29 cm.,n,n,n,y,y,1670.0,1670.0,http://nrs.harvard.edu/urn-3:FHCL:2247656,TK/5973.5/8142c,7988812
HYLRarebooks_5073,HYLRarebooks,寒臯觀外史 :140卷 ,金鑢編.,"時間:,地點:Korea ,出版者:",朝鮮漢籍,Manuscript.,70 v. (double leaves) ;$$c25 cm.,n,n,n,y,y,,,http://nrs.harvard.edu/urn-3:FHCL:3426623,TK/9191/818,7988944
HYLRarebooks_5074,HYLRarebooks,馬牛醫方.,"趙浚,$$d1346-1405.","時間:萬曆6 (1580),地點:全州 ,出版者:s.n.",朝鮮漢籍,殘.;; 木板本.,2 v. :$$bill. ;$$c37 cm.,n,n,n,y,y,1580.0,1580.0,http://nrs.harvard.edu/urn-3:FHCL:3374616,TK/8175/4830,7988945
HYLRarebooks_5075,HYLRarebooks,西河先生集 :5卷 ,林椿撰.,"時間:1223?,地點:平壤 ,出版者:s.n.",朝鮮漢籍,Imprint date from preface.;; In 後序: ... 取其本隨牒實送西京諸學院便之勤校成移上都附書籍店廣印 ...,v. ;$$c26 cm.,n,n,n,y,y,1223.0,1223.0,http://nrs.harvard.edu/urn-3:FHCL:2248688,TK/5568.2/494,7988948
HYLRarebooks_5076,HYLRarebooks,東平公私聞見錄 ,鄭載崙撰.,"時間:,地點:平壤 ,出版者:",朝鮮漢籍,Manuscript.,[69] double l. ;$$c28 cm.,n,n,n,y,y,,,http://nrs.harvard.edu/urn-3:FHCL:1587338,TK/9196/8251,7989899
HYLRarebooks_5077,HYLRarebooks,家禮酌通 :8卷 ,[朱熹@CBDB@3257]著; 沈公輯.,"時間:,地點:平壤 ,出版者:",朝鮮漢籍,筆寫本.;; 序: 戊子十一月…金洛鉉 .;; Manuscript.;; 四周雙邊 半郭 20.1 × 13.3 cm.;; 10行20字.;; 上下2葉花紋魚尾; 27.3 × 18.2 cm.;; 跋: 歲戊子…[沈]定澤.,4 v. ;$$c28 cm.,n,n,n,y,y,,,http://nrs.harvard.edu/urn-3:FHCL:10169642,TK/668/3180,7990269
HYLRarebooks_5078,HYLRarebooks,大慧普覺禪師書 ,宗杲撰 ; 慧然錄; 黃文昌重編.,"時間:嘉靖45 (1566),地點:恩津 ,出版者:雙溪寺開板",朝鮮漢籍,With 吐 and 科目 in ink.,116 double l. ;$$c28 cm.,n,n,n,y,y,1566.0,1566.0,http://nrs.harvard.edu/urn-3:FHCL:1187881,TK/1880.3/3968.5,7990272
HYLRarebooks_5079,HYLRarebooks,新編古今事文類聚 :236卷 ,祝穆等編.,"時間:成宗23 (1493),地點:Korea ,出版者:s.n.",朝鮮漢籍,Movable type: 甲辰(1484)字.,v. (double leaves) ;$$c26 cm.,n,n,n,y,y,1493.0,1493.0,http://nrs.harvard.edu/urn-3:FHCL:1587339,TK/9428.9/7232/(4),7990299
HYLRarebooks_5080,HYLRarebooks,萬家叢玉 :12卷 ,金佐明撰.,"時間:16--,地點:n.p. ,出版者:s.n.",朝鮮漢籍,Movable type. (木 or 陶活字),"5 v. (double leaves, in portfolio) ;$$c25 cm.",n,n,n,y,y,,,http://nrs.harvard.edu/urn-3:FHCL:11370754,TK/9334/4331,7990303
HYLRarebooks_5081,HYLRarebooks,無逸 :精寫本.,,"時間:n.d.,地點:n.p. ,出版者:s.n.",朝鮮漢籍,A chapter extracted from 書經 with 吐.,20 double leaves ;$$c36 cm.,n,n,n,y,y,,,http://nrs.harvard.edu/urn-3:FHCL:1181664,TK/1685.4/8333,7992234
HYLRarebooks_5082,HYLRarebooks,"賢首諸乘法數 :[11]卷, 부록 ",行深編集.,"時間:弘治13 (1500),地點:陝川 ,出版者:鳳栖寺開板",朝鮮漢籍,,78 double l. ;$$c26 cm.,n,n,n,y,y,1500.0,1500.0,http://nrs.harvard.edu/urn-3:FHCL:8879270,TK/1809/2239,7992235
HYLRarebooks_5083,HYLRarebooks,緇門警訓 :卷下及續集 ,永中編.,"時間:嘉靖18 (1539),地點:Korea ,出版者:金剛表訓寺開板",朝鮮漢籍,Notes and 吐 in black ink.;; 木板本.,"11-81, 16, [2] double l. ;$$c25 cm.",n,n,n,y,y,1539.0,1539.0,http://nrs.harvard.edu/urn-3:FHCL:1187882,TK/1866/4611,7992236
HYLRarebooks_5084,HYLRarebooks,六祖大師法寶壇經 ,法海集.,"時間:隆慶3 (1569),地點:祥原 :$$b解脫寺開板 ,出版者:解脫寺開板 :$$b深谷寺移留",朝鮮漢籍,吐 added by hand.;; 木板本.,"2, 64 double l. ;$$c28 cm.",n,n,n,y,y,1569.0,1569.0,http://nrs.harvard.edu/urn-3:FHCL:1279550,TK/1880/4328,7992237
HYLRarebooks_5085,HYLRarebooks,遺山樂府 :[3卷] ,[元好問@CBDB@10074]撰.,"時間:15--,地點:Korea ,出版者:s.n.",朝鮮漢籍,"Seal of 臨淵齋 ([Pae]三益, 1534-1588) appears below the caption title.",[31] double leaves ;$$c24 cm.,n,n,n,y,y,,,http://nrs.harvard.edu/urn-3:FHCL:1199463,TK/5237.5/1147,7992242
HYLRarebooks_5086,HYLRarebooks,柳巷先生詩集 ,權近批點.,"時間:1400?,地點:錦州 ,出版者:李均, 成石容刊",朝鮮漢籍,Imprint date from postscript.;; 木板本.,"6, 34 double |. ;$$c25 cm.",n,n,n,y,y,1400.0,1400.0,http://nrs.harvard.edu/urn-3:FHCL:13034867,TK/5568.3/452,7992250
HYLRarebooks_5087,HYLRarebooks,新箋決科古今源流至論 :40卷 ,[林駉@CBDB@42553]編.,"時間:ca. 1425,地點:漢城 ,出版者:鑄字所",朝鮮漢籍,Movable type: 庚子(1420)字.,v. (double leaves) ;$$c28 cm.,n,n,n,y,y,1425.0,1425.0,http://nrs.harvard.edu/urn-3:FHCL:8960413,TK/9428.9/7232/(1),7992252
HYLRarebooks_5088,HYLRarebooks,朱文公校昌黎先生集 :51卷 ,[韓愈@CBDB@3332]撰 ; 朱熹子考異; 諸家註附.,"時間:正統3 (1438),地點:漢城 ,出版者:s.n.",朝鮮漢籍,Movable type known as 甲寅(1434)字.,20 v. (double leaves) ;$$c31 cm.,n,n,n,y,y,1438.0,1438.0,http://nrs.harvard.edu/urn-3:FHCL:1587340,TK/9428.9/7232/(2),7992253
HYLRarebooks_5089,HYLRarebooks,文苑英華:1000卷 ,"[李昉@CBDB@8075]等奉勅纂; 胡柯, 彭叔夏校正.","時間:正德14 (1519),地點:漢城 ,出版者:s.n.",朝鮮漢籍,Movable type: 丙子(1516)字.,v. (double leaves) ;$$c31 cm.,n,n,n,y,y,1519.0,1519.0,http://nrs.harvard.edu/urn-3:FHCL:1587341,TK/9428.9/7232/(5),7992254
HYLRarebooks_5090,HYLRarebooks,古芸堂筆記 :卷之5-6 ,柳得恭.,"時間:,地點:漢城 ,出版者:",朝鮮漢籍,"Ms. (handwritten copy), the copier unknown.",[85] leaves ;$$c27 cm.,n,n,n,y,y,,,http://nrs.harvard.edu/urn-3:FHCL:10021592,TK/9196/4224,7993407
HYLRarebooks_5091,HYLRarebooks,康熙十一年九月日原襄道金化縣壬子帳.,,"時間:n.d.,地點:Korea ,出版者:s.n.",朝鮮漢籍,,39 leaves ;$$c42 x 69 cm.,n,n,n,y,y,,,http://nrs.harvard.edu/urn-3:FHCL:3355460,TK/4049.65/1144$$mFOLIO,7996047
HYLRarebooks_5092,HYLRarebooks,喚醒篇 :外篇 ,日纂鈔.,"時間:,地點:Korea ,出版者:",朝鮮漢籍,Manuscript.,"2 v. (double leaves, in portfolio) ;$$c24 cm.",n,n,n,y,y,,,http://nrs.harvard.edu/urn-3:FHCL:1815069,TK/1681/612,7996073
HYLRarebooks_5093,HYLRarebooks,玄厓世稿 :9卷 ,趙奎震編.,"時間:1897?,地點:安德 ,出版者:s.n.",朝鮮漢籍,Imprint date from preface.,4 v. ;$$c31 cm.,n,n,n,y,y,1897.0,1897.0,http://nrs.harvard.edu/urn-3:FHCL:4706039,TK/5568.2/4841,7996078
HYLRarebooks_5094,HYLRarebooks,大般若波羅蜜多經 :卷231; 381; 565 ,玄奘譯.,"時間:戊戌-己亥 1238-1239,地點:Korea ,出版者:高麗國大藏都監奉敕雕造",朝鮮漢籍,卷231 and 381 bear the notes 卞韓國大夫人鄭氏印出願鷄林君金琿[1238-1310]卷565 bear the seal of 天和寺大藏 and donor's name 宗貞盛[1285-1352];; Printed about 1300.,3 v. ;$$c28 cm.,n,n,n,y,y,1238.0,1239.0,http://nrs.harvard.edu/urn-3:FHCL:2709628,TK/1818/4447,7996083
HYLRarebooks_5095,HYLRarebooks,[古人書簡帖].,,"時間:,地點:Korea ,出版者:",朝鮮漢籍,Manuscript.,3 folders ;$$cSize varies.,n,n,n,y,y,,,http://nrs.harvard.edu/urn-3:FHCL:3374618,TK/6167/4858,7996086
HYLRarebooks_5096,HYLRarebooks,"曇無德部四分律删補隨機羯磨 :三卷, 附一卷 ; 會釋十四卷 ; 羯磨會釋事義十四卷 ",道宣撰 ; 德基釋.,"時間:清康熙辛未 (1691),地點:金陵 ,出版者:寶華山藏板",子部,寶華山藏版本.;; 九行十八字.,10 v.,n,n,n,y,y,1691.0,1691.0,http://nrs.harvard.edu/urn-3:FHCL:26029606,T/1828/3331,7999351
HYLRarebooks_5097,HYLRarebooks,拙藁千百 :2卷 ,崔瀣撰.,"時間:昭和5 (1930),地點:東京 ,出版者:育德財團",朝鮮漢籍,Reproduction of the 尊經閣 copy of a later reprint ed. of the 至正14 (1354) 晉州牧版.;; supplementary pamphlet: 拙稿千百解題 inserted.,2 v. (double leaves) in case ;$$c32 cm.$$e+ 2 Suppl.,n,n,n,y,y,1930.0,1930.0,http://nrs.harvard.edu/urn-3:FHCL:11479805,TK/5568.2/2130,8000480
HYLRarebooks_5098,HYLRarebooks,青巳世稿 :5卷 ,沈鶴煥編.,"時間:庚戌 (1910),地點:陝川 ,出版者:伊樂齋",朝鮮漢籍,,2 v. ;$$c31 cm.,n,n,n,y,y,1910.0,1910.0,http://nrs.harvard.edu/urn-3:FHCL:4737917,TK/5568.1/3142,8000676
HYLRarebooks_5099,HYLRarebooks,三世合稿 :11卷: 附錄3卷 ,房東圭編.,"時間:著雍執徐 (1928),地點:Korea ,出版者:s.n.",朝鮮漢籍,Imprint date from postscript.,6 v. ;$$c31 cm.,n,n,n,y,y,1928.0,1928.0,http://nrs.harvard.edu/urn-3:FHCL:4737919,TK/5568.1/3254,8000677
HYLRarebooks_5100,HYLRarebooks,帶方世稿 :17卷 ,崔翊孝編.,"時間:崇禎紀元後3庚申(1800),地點:南原 ,出版者:露峯書院",朝鮮漢籍,Imprint date from postscript.,5 v. ;$$c32 cm.,n,n,n,y,y,1800.0,1800.0,http://nrs.harvard.edu/urn-3:FHCL:4429533,TK/5568.1/2183,8000679
HYLRarebooks_5101,HYLRarebooks,冶城世稿 :9卷 ,宋祺善編.,"時間:戊戌 (1898),地點:Korea ,出版者:s.n.",朝鮮漢籍,Imprint date from postscript.,5 v. ;$$c33 cm.,n,n,n,y,y,1898.0,1898.0,http://nrs.harvard.edu/urn-3:FHCL:4429538,TK/5568.1/3938,8000682
HYLRarebooks_5102,HYLRarebooks,昭代風謠 :9卷及拾遺别集補遺 ,蔡彭胤等選.,"時間:,地點:Korea ,出版者:",朝鮮漢籍,Imprint date from postscript.,3 v. (double leaves) in case ;$$c29 cm.,n,n,n,y,y,,,http://nrs.harvard.edu/urn-3:FHCL:13034868,TK/5568.3/7239,8000687
HYLRarebooks_5103,HYLRarebooks,儷式.,,"時間:,地點:Korea ,出版者:",朝鮮漢籍,Manuscript by 香月堂.,[95] double leaves ;$$c26 cm.,n,n,n,y,y,,,http://nrs.harvard.edu/urn-3:FHCL:1581819,TK/5772/2679,8000688
HYLRarebooks_5104,HYLRarebooks,李商隱詩集 :卷7-8.,"[李商隱@CBDB@24412],$$d813-858.","時間:,地點:Korea ,出版者:",朝鮮漢籍,Manuscript.;; Seal of 臨渊齋 [Pae]三益 (1534-1588) appears below the caption title.,[65] double leaves ;$$c34 cm.,n,n,n,y,y,,,http://nrs.harvard.edu/urn-3:FHCL:1264052,TK/5318/8900,8000701
HYLRarebooks_5105,HYLRarebooks,擊壤集抄 ,[邵雍@CBDB@3718]撰; 易安堂寫.,"時間:,地點:Korea ,出版者:",朝鮮漢籍,,[70] leaves ;$$c30 cm.,n,n,n,y,y,,,http://nrs.harvard.edu/urn-3:FHCL:1199464,TK/5340/1205,8000715
HYLRarebooks_5106,HYLRarebooks,交隣須知 :4卷 ,雨森芳洲編輯; 浦瀨裕校正 ; Ms. by 浦瀨彰美.,"時間:,地點:Korea ,出版者:",朝鮮漢籍,,2 v. ;$$c25 cm.,n,n,n,y,y,,,http://nrs.harvard.edu/urn-3:FHCL:2798953,TK/5973.08/1443.2,8000722
HYLRarebooks_5107,HYLRarebooks,新刊千字註釋 :上 ,周興嗣撰.,"時間:1566?,地點:淳昌 ,出版者:無量寺",朝鮮漢籍,In postscript: 淳昌郡之東龜岳山無量寺有一老衲名臼禪輯一生以刻經板 ... 余謂僧 ... 執為刻 ... 訖板留子所居之小菴 ... 嘉清丙寅[1566] ... 崔峻誌.;; Imprint date from postscript.;; Only volume published.;; Cover was rebound in Japan.,45 double leaves ;$$c28 cm.,n,n,n,y,y,1566.0,1566.0,http://nrs.harvard.edu/urn-3:FHCL:1351901,TK/5161/7276,8000739
HYLRarebooks_5108,HYLRarebooks,西涯擬古樂府 :[3卷 ,"[李東陽@CBDB@28691]作 ; 謝鐸, 潘辰評點; [何孟春@CBDB@30315]音註.","時間:15--,地點:全州 ,出版者:s.n.",朝鮮漢籍,,3 v. ;$$c33 cm.,n,n,n,y,y,,,http://nrs.harvard.edu/urn-3:FHCL:11337375,TK/5410/4457,8000749
HYLRarebooks_5109,HYLRarebooks,朱子大全 :135卷 ,[朱熹@CBDB@3257]撰; 柳希春校.,"時間:158?- ,地點:漢城 ,出版者:校書館",朝鮮漢籍,Movable type (乙亥字: 1580補鑄),v. (double leaves) ;$$c31 cm.,n,n,n,y,y,,,http://nrs.harvard.edu/urn-3:FHCL:1587342,TK/9428.9/7232/(3),8000752
HYLRarebooks_5110,HYLRarebooks,農丈人文集 :十六卷 ,余寅撰.,"時間:明萬曆間 i.e. between 1573 and 1620,地點:China ,出版者:s.n.",集部,九行十八字.,5 v.,n,n,n,y,y,1573.0,1620.0,http://nrs.harvard.edu/urn-3:FHCL:17826028,T/5422/8938,8001742
HYLRarebooks_5111,HYLRarebooks,"熊襄愍公集 :一〇卷, 卷首, 末各一卷 ",[熊廷弼@CBDB@65500]撰.,"時間:1813?,地點:China ,出版者:退補齋",集部,"Imprint date from postscript.;; 九行, 二四字.",10 v.,n,n,n,y,y,1813.0,1813.0,http://nrs.harvard.edu/urn-3:FHCL:17828362,T/5424/2311,8001743
HYLRarebooks_5112,HYLRarebooks,天全堂集 :4卷 ,[安希范@CBDB@127192]著.,"時間:清乾隆辛丑 46年, 1781,地點:China ,出版者:膠山安氏",集部,,2 v. (double leaves) in 1 ;$$c27 cm.,n,n,n,y,y,1781.0,1781.0,http://nrs.harvard.edu/urn-3:FHCL:17829094,T/5424/3444,8001744
HYLRarebooks_5113,HYLRarebooks,蘿石山房文鈔 :四卷 ,左懋第著.,"時間:乾隆5 (1740),地點:China ,出版者:s.n.",集部,,4 v.,n,n,n,y,y,1740.0,1740.0,http://nrs.harvard.edu/urn-3:FHCL:17948434,T/5428.9/4143,8001746
HYLRarebooks_5114,HYLRarebooks,"蓼齋集 :四七卷, 後集五卷 ","[李雯@CBDB@77132]撰 ; 李略, 李疇編錄 ; 石維崑校.","時間:清順治丁酉 14 年, 1657,地點:China ,出版者:s.n.",集部,九行十九字.,10 v.,n,n,n,y,y,1657.0,1657.0,http://nrs.harvard.edu/urn-3:FHCL:17988349,T/5429/4414,8001748
HYLRarebooks_5115,HYLRarebooks,西山集 :九卷 ,[張能鱗@CBDB@80823]撰.,"時間:1677?,地點:China ,出版者:s.n.",集部,Imprint date from preface.;; 八行二〇字.,4 v.,n,n,n,y,y,1677.0,1677.0,http://nrs.harvard.edu/urn-3:FHCL:17991694,T/5431/1322,8001749
HYLRarebooks_5116,HYLRarebooks,為可堂初集 :十卷 ,[朱一是@CBDB@73997]撰.,"時間:1660?,地點:China ,出版者:s.n.",集部,Imprint date from preface.;; 九行十八字.,5 v.,n,n,n,y,y,1660.0,1660.0,http://nrs.harvard.edu/urn-3:FHCL:18688330,T/5431/2516,8001750
HYLRarebooks_5117,HYLRarebooks,谷水集 :二二卷 ,[胡夏客@CBDB@84682]撰 ; 陳光縡箋.,"時間:清康熙18 (1679),地點:China ,出版者:s.n.",集部,九行十九字.,4 v.,n,n,n,y,y,1679.0,1679.0,http://nrs.harvard.edu/urn-3:FHCL:18688337,T/5431/4213,8001751
HYLRarebooks_5118,HYLRarebooks,寶綸堂集 :十卷 ,[陳洪綬@CBDB@65496]撰 ; 陳字輯.,"時間:1705?,地點:China ,出版者:寶綸堂",特選稿，鈔，孤本,"十行, 二〇字.;; Imprint date from preface.;; Seals: ""楳華十里讀書樓"", ""家卋楓谿"".",2 v.,n,n,n,y,y,1705.0,1705.0,http://nrs.harvard.edu/urn-3:FHCL:2624505,T/5433/7932b,8001752
